TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5
3596.0,0.013,0.0,0.234,0.476,0.196,0.081,0.036000000000000004,0.82,0.0,0.051,0.064,0.029,0.004,0.33,0.08900000000000001,0.0,0.513,0.064,0.0,0.294,0.52,0.097,0.0,0.08900000000000001,0.011,0.273,0.246,0.442,0.027000000000000003,0.0
3597.0,0.014,0.0,0.18600000000000005,0.63,0.087,0.083,0.013,0.835,0.0,0.052000000000000005,0.071,0.029,0.021,0.85,0.06,0.0,0.027000000000000003,0.041,0.0,0.807,0.053,0.081,0.0,0.06,0.026,0.305,0.383,0.172,0.114,0.0
3598.0,0.014,0.0,0.181,0.341,0.404,0.059,0.014,0.753,0.0,0.042,0.17,0.02,0.047,0.434,0.166,0.0,0.263,0.09,0.0,0.518,0.041,0.108,0.0,0.333,0.019,0.448,0.027000000000000003,0.252,0.254,0.0
3599.0,0.009000000000000001,0.0,0.086,0.051,0.8290000000000001,0.026,0.014,0.55,0.0,0.036000000000000004,0.4,0.0,0.0,0.171,0.06,0.0,0.74,0.029,0.0,0.182,0.07400000000000001,0.133,0.0,0.61,0.004,0.118,0.014,0.1,0.763,0.0
3600.0,0.0,0.0,0.0,0.017,0.983,0.0,0.013,0.404,0.0,0.021,0.56,0.001,0.0,0.073,0.0,0.0,0.927,0.0,0.0,0.716,0.066,0.077,0.0,0.141,0.0,0.037000000000000005,0.004,0.02,0.939,0.0
3601.0,0.0,0.0,0.006999999999999999,0.18600000000000005,0.7929999999999999,0.014,0.01,0.069,0.0,0.324,0.596,0.001,0.0,0.047,0.036000000000000004,0.0,0.87,0.047,0.0,0.841,0.049,0.055,0.0,0.056,0.006,0.036000000000000004,0.179,0.045,0.7340000000000001,0.0
3602.0,0.006,0.0,0.23,0.32,0.383,0.061,0.021,0.16899999999999998,0.0,0.34,0.416,0.054000000000000006,0.0,0.1,0.071,0.0,0.731,0.097,0.0,0.764,0.056,0.103,0.0,0.077,0.019,0.08199999999999999,0.634,0.132,0.133,0.0
3603.0,0.016,0.0,0.243,0.457,0.173,0.111,0.043,0.242,0.0,0.109,0.507,0.099,0.0,0.1,0.071,0.0,0.7290000000000001,0.1,0.0,0.604,0.099,0.16899999999999998,0.0,0.129,0.02,0.063,0.631,0.124,0.161,0.0
3604.0,0.016,0.0,0.166,0.353,0.406,0.06,0.03,0.255,0.0,0.222,0.423,0.07,0.0,0.15,0.079,0.0,0.693,0.079,0.0,0.7490000000000001,0.059,0.069,0.0,0.123,0.019,0.062,0.616,0.124,0.18,0.0
3605.0,0.006999999999999999,0.0,0.096,0.429,0.404,0.064,0.014,0.14400000000000002,0.0,0.7709999999999999,0.014,0.056,0.0,0.101,0.071,0.0,0.727,0.1,0.0,0.815,0.053,0.092,0.0,0.04,0.014,0.08199999999999999,0.693,0.182,0.029,0.0
3606.0,0.014,0.0,0.126,0.276,0.5329999999999999,0.051,0.034,0.183,0.0,0.611,0.11,0.061,0.0,0.101,0.073,0.0,0.7290000000000001,0.097,0.0,0.856,0.049,0.046,0.0,0.05,0.016,0.076,0.6559999999999999,0.15,0.103,0.0
3607.0,0.006999999999999999,0.0,0.193,0.581,0.141,0.077,0.134,0.4370000000000001,0.0,0.166,0.181,0.081,0.006999999999999999,0.231,0.106,0.0,0.579,0.077,0.0,0.861,0.057,0.027000000000000003,0.0,0.056,0.023,0.175,0.409,0.156,0.237,0.0
3608.0,0.0,0.0,0.621,0.229,0.067,0.083,0.063,0.35100000000000003,0.0,0.141,0.371,0.07400000000000001,0.063,0.279,0.531,0.0,0.051,0.076,0.0,0.862,0.057,0.023,0.0,0.057,0.014,0.222,0.027000000000000003,0.109,0.627,0.0
3609.0,0.0,0.0,0.624,0.267,0.037000000000000005,0.071,0.034,0.202,0.0,0.195,0.481,0.087,0.043,0.471,0.321,0.0,0.07400000000000001,0.09,0.0,0.782,0.093,0.051,0.0,0.07400000000000001,0.013,0.249,0.076,0.147,0.516,0.0
3610.0,0.0,0.0,0.596,0.339,0.034,0.031,0.014,0.171,0.0,0.768,0.0,0.047,0.034,0.127,0.691,0.0,0.047,0.1,0.0,0.16899999999999998,0.569,0.135,0.0,0.127,0.01,0.08900000000000001,0.754,0.127,0.02,0.0
3611.0,0.004,0.0,0.443,0.35600000000000004,0.117,0.08,0.033,0.327,0.0,0.134,0.191,0.314,0.049,0.3,0.343,0.0,0.054000000000000006,0.254,0.0,0.525,0.234,0.102,0.0,0.139,0.029,0.098,0.693,0.152,0.029,0.0
3612.0,0.011,0.0,0.211,0.121,0.633,0.023,0.021,0.183,0.0,0.472,0.25,0.073,0.031,0.423,0.269,0.0,0.04,0.237,0.0,0.257,0.564,0.118,0.0,0.061,0.02,0.08800000000000001,0.7040000000000001,0.159,0.029,0.0
3613.0,0.014,0.0,0.31,0.034,0.62,0.021,0.039,0.18600000000000005,0.0,0.312,0.386,0.077,0.031,0.366,0.436,0.0,0.056,0.111,0.0,0.21,0.647,0.086,0.0,0.057,0.024,0.07400000000000001,0.693,0.158,0.051,0.0
3614.0,0.014,0.0,0.32,0.029,0.614,0.023,0.049,0.19,0.0,0.09,0.5760000000000001,0.096,0.051,0.199,0.447,0.0,0.084,0.219,0.0,0.206,0.647,0.08900000000000001,0.0,0.057,0.029,0.078,0.691,0.162,0.04,0.0
3615.0,0.014,0.0,0.344,0.064,0.556,0.021,0.056,0.18600000000000005,0.0,0.094,0.5670000000000001,0.097,0.046,0.146,0.4270000000000001,0.0,0.059,0.32299999999999995,0.0,0.206,0.6559999999999999,0.081,0.0,0.057,0.029,0.079,0.711,0.152,0.029,0.0
3616.0,0.014,0.0,0.329,0.029,0.601,0.027000000000000003,0.076,0.263,0.0,0.136,0.424,0.101,0.021,0.124,0.53,0.0,0.034,0.29,0.0,0.205,0.6559999999999999,0.08199999999999999,0.0,0.057,0.029,0.076,0.726,0.141,0.029,0.0
3617.0,0.014,0.0,0.324,0.033,0.61,0.019,0.096,0.274,0.0,0.152,0.38,0.099,0.049,0.194,0.539,0.0,0.056,0.163,0.0,0.207,0.654,0.08199999999999999,0.0,0.057,0.029,0.085,0.7140000000000001,0.14400000000000002,0.029,0.0
3618.0,0.013,0.0,0.366,0.114,0.48,0.027000000000000003,0.039,0.182,0.0,0.344,0.354,0.081,0.043,0.18,0.5489999999999999,0.0,0.081,0.147,0.0,0.204,0.643,0.099,0.0,0.054000000000000006,0.021,0.081,0.701,0.139,0.057,0.0
3619.0,0.014,0.0,0.247,0.079,0.6409999999999999,0.019,0.014,0.175,0.0,0.753,0.0,0.057,0.077,0.269,0.337,0.0,0.071,0.246,0.0,0.243,0.631,0.07400000000000001,0.0,0.051,0.017,0.094,0.7,0.16,0.029,0.0
3620.0,0.014,0.0,0.116,0.127,0.713,0.03,0.02,0.17,0.0,0.6629999999999999,0.08900000000000001,0.059,0.086,0.266,0.28600000000000003,0.0,0.07400000000000001,0.289,0.0,0.5379999999999999,0.297,0.096,0.0,0.069,0.019,0.094,0.7,0.159,0.029,0.0
3621.0,0.013,0.0,0.227,0.127,0.617,0.016,0.016,0.153,0.0,0.76,0.013,0.059,0.079,0.257,0.339,0.0,0.071,0.254,0.0,0.224,0.633,0.09,0.0,0.053,0.014,0.092,0.7,0.165,0.029,0.0
3622.0,0.009000000000000001,0.0,0.171,0.161,0.637,0.021,0.014,0.152,0.0,0.777,0.0,0.057,0.071,0.251,0.369,0.0,0.063,0.246,0.0,0.408,0.399,0.138,0.0,0.056,0.014,0.095,0.7,0.162,0.029,0.0
3623.0,0.01,0.0,0.116,0.166,0.674,0.034,0.014,0.122,0.0,0.64,0.201,0.023,0.08900000000000001,0.203,0.28,0.0,0.217,0.211,0.0,0.556,0.251,0.119,0.0,0.073,0.004,0.17800000000000002,0.253,0.154,0.411,0.0
3624.0,0.014,0.0,0.171,0.45,0.29600000000000004,0.069,0.014,0.17,0.0,0.63,0.141,0.044,0.06,0.21,0.147,0.0,0.157,0.426,0.0,0.7440000000000001,0.087,0.101,0.0,0.067,0.006999999999999999,0.17800000000000002,0.196,0.156,0.463,0.0
3625.0,0.004,0.0,0.374,0.464,0.114,0.043,0.021,0.185,0.0,0.728,0.016,0.05,0.043,0.1,0.664,0.0,0.05,0.14300000000000002,0.001,0.344,0.544,0.083,0.0,0.027000000000000003,0.01,0.08199999999999999,0.777,0.113,0.019,0.0
3626.0,0.011,0.0,0.08900000000000001,0.157,0.6759999999999999,0.067,0.013,0.122,0.0,0.591,0.246,0.029,0.014,0.08900000000000001,0.106,0.0,0.716,0.076,0.0,0.7020000000000001,0.123,0.098,0.0,0.077,0.01,0.424,0.096,0.289,0.181,0.0
3627.0,0.016,0.0,0.111,0.073,0.7440000000000001,0.056,0.011,0.156,0.0,0.517,0.276,0.04,0.017,0.061,0.076,0.0,0.314,0.531,0.0,0.848,0.05,0.046,0.0,0.056,0.016,0.21,0.276,0.226,0.273,0.0
3628.0,0.0,0.0,0.059,0.146,0.77,0.026,0.01,0.054000000000000006,0.0,0.042,0.871,0.023,0.0,0.034,0.034,0.0,0.903,0.029,0.0,0.369,0.036000000000000004,0.14300000000000002,0.0,0.451,0.001,0.04,0.004,0.021,0.933,0.0
3629.0,0.023,0.0,0.079,0.201,0.441,0.256,0.016,0.146,0.0,0.444,0.363,0.031,0.009000000000000001,0.093,0.077,0.0,0.753,0.069,0.0,0.198,0.051,0.136,0.0,0.614,0.006,0.235,0.02,0.138,0.601,0.0
3630.0,0.017,0.0,0.064,0.319,0.3670000000000001,0.233,0.013,0.153,0.0,0.111,0.653,0.07,0.001,0.136,0.06,0.0,0.747,0.056,0.0,0.344,0.21600000000000005,0.159,0.0,0.281,0.001,0.555,0.003,0.055,0.386,0.0
3631.0,0.04,0.0,0.14300000000000002,0.239,0.304,0.274,0.006999999999999999,0.18,0.0,0.245,0.496,0.073,0.057,0.207,0.184,0.0,0.221,0.33,0.0,0.23,0.546,0.104,0.0,0.12,0.0,0.894,0.014,0.063,0.029,0.0
3632.0,0.073,0.0,0.07400000000000001,0.131,0.093,0.629,0.011,0.189,0.0,0.104,0.621,0.07400000000000001,0.017,0.444,0.214,0.0,0.266,0.059,0.0,0.193,0.64,0.104,0.0,0.063,0.001,0.887,0.019,0.058,0.034,0.0
3633.0,0.017,0.0,0.121,0.179,0.596,0.087,0.011,0.252,0.0,0.425,0.277,0.034,0.0,0.87,0.053,0.0,0.034,0.043,0.0,0.21,0.623,0.12,0.0,0.047,0.0,0.889,0.001,0.071,0.039,0.0
3634.0,0.02,0.0,0.07,0.201,0.6459999999999999,0.063,0.014,0.251,0.0,0.701,0.0,0.034,0.0,0.8290000000000001,0.064,0.0,0.013,0.094,0.0,0.212,0.619,0.126,0.0,0.043,0.0,0.898,0.0,0.068,0.034,0.0
3635.0,0.04,0.0,0.066,0.16,0.224,0.51,0.014,0.219,0.0,0.721,0.0,0.046,0.0,0.7809999999999999,0.09,0.0,0.014,0.114,0.0,0.197,0.624,0.135,0.0,0.044,0.0,0.902,0.001,0.062,0.034,0.0
3636.0,0.107,0.0,0.043,0.103,0.039,0.7090000000000001,0.014,0.172,0.0,0.757,0.0,0.057,0.013,0.731,0.129,0.0,0.014,0.113,0.0,0.197,0.639,0.11,0.0,0.054000000000000006,0.041,0.429,0.023,0.111,0.396,0.0
3637.0,0.077,0.0,0.05,0.14,0.087,0.6459999999999999,0.014,0.17800000000000002,0.0,0.444,0.289,0.07400000000000001,0.011,0.7240000000000001,0.129,0.0,0.021,0.114,0.119,0.393,0.19,0.208,0.0,0.09,0.267,0.187,0.014,0.136,0.396,0.0
3638.0,0.126,0.0,0.043,0.037000000000000005,0.157,0.637,0.029,0.192,0.0,0.079,0.601,0.099,0.011,0.74,0.116,0.0,0.023,0.11,0.08,0.434,0.08,0.151,0.0,0.254,0.22,0.255,0.031,0.131,0.363,0.0
3639.0,0.136,0.0,0.041,0.04,0.106,0.677,0.039,0.192,0.0,0.086,0.604,0.08,0.01,0.721,0.136,0.0,0.026,0.107,0.0,0.433,0.396,0.099,0.0,0.071,0.05,0.253,0.07,0.168,0.459,0.0
3640.0,0.5489999999999999,0.0,0.07,0.06,0.076,0.246,0.03,0.194,0.0,0.092,0.613,0.071,0.006999999999999999,0.747,0.123,0.0,0.02,0.103,0.0,0.207,0.649,0.102,0.0,0.043,0.013,0.649,0.033,0.181,0.124,0.0
3641.0,0.541,0.0,0.063,0.056,0.11,0.23,0.06,0.225,0.0,0.114,0.521,0.08,0.014,0.737,0.114,0.0,0.02,0.114,0.0,0.208,0.643,0.103,0.0,0.046,0.197,0.256,0.031,0.124,0.391,0.0
3642.0,0.313,0.0,0.041,0.046,0.064,0.536,0.033,0.201,0.0,0.09,0.594,0.081,0.003,0.773,0.08900000000000001,0.0,0.021,0.114,0.0,0.481,0.35600000000000004,0.098,0.0,0.066,0.263,0.325,0.011,0.13,0.271,0.0
3643.0,0.15,0.0,0.041,0.043,0.06,0.706,0.021,0.274,0.0,0.065,0.584,0.056,0.0,0.903,0.043,0.0,0.009000000000000001,0.046,0.0,0.833,0.07400000000000001,0.039,0.0,0.053,0.211,0.324,0.0,0.123,0.341,0.0
3644.0,0.139,0.0,0.046,0.04,0.107,0.669,0.016,0.622,0.0,0.078,0.237,0.047,0.006,0.846,0.021,0.0,0.111,0.016,0.0,0.894,0.046,0.027000000000000003,0.0,0.033,0.35700000000000004,0.3720000000000001,0.027000000000000003,0.108,0.136,0.0
3645.0,0.104,0.0,0.043,0.03,0.263,0.56,0.0,0.222,0.0,0.096,0.614,0.067,0.02,0.591,0.046,0.0,0.289,0.054000000000000006,0.0,0.858,0.071,0.028,0.0,0.043,0.117,0.174,0.01,0.085,0.614,0.0
3646.0,0.12,0.0,0.043,0.04,0.16899999999999998,0.629,0.047,0.408,0.0,0.08199999999999999,0.396,0.067,0.019,0.16,0.063,0.0,0.48,0.279,0.001,0.485,0.33,0.116,0.0,0.067,0.023,0.208,0.063,0.211,0.496,0.0
3647.0,0.117,0.0,0.041,0.204,0.036000000000000004,0.601,0.02,0.16399999999999998,0.0,0.541,0.2,0.07400000000000001,0.043,0.183,0.104,0.0,0.55,0.12,0.001,0.727,0.079,0.157,0.0,0.036000000000000004,0.003,0.225,0.171,0.35700000000000004,0.244,0.0
3648.0,0.046,0.0,0.044,0.449,0.049,0.413,0.013,0.14400000000000002,0.0,0.79,0.0,0.053,0.08,0.477,0.15,0.0,0.154,0.139,0.006,0.391,0.093,0.431,0.0,0.08,0.384,0.132,0.014,0.153,0.316,0.0
3649.0,0.033,0.0,0.043,0.7609999999999999,0.03,0.133,0.013,0.14800000000000002,0.0,0.7879999999999999,0.0,0.051,0.076,0.371,0.24,0.0,0.14400000000000002,0.16899999999999998,0.03,0.447,0.06,0.34700000000000003,0.0,0.116,0.064,0.171,0.064,0.339,0.361,0.0
3650.0,0.046,0.0,0.096,0.306,0.079,0.474,0.041,0.228,0.0,0.397,0.263,0.07,0.029,0.726,0.109,0.0,0.03,0.107,0.0,0.738,0.04,0.187,0.0,0.036000000000000004,0.011,0.147,0.527,0.203,0.111,0.0
3651.0,0.03,0.0,0.081,0.08,0.111,0.6970000000000001,0.046,0.232,0.0,0.092,0.56,0.07,0.014,0.843,0.064,0.0,0.03,0.049,0.0,0.679,0.044,0.227,0.0,0.05,0.037000000000000005,0.202,0.023,0.158,0.58,0.0
3652.0,0.034,0.0,0.093,0.073,0.096,0.7040000000000001,0.071,0.255,0.0,0.129,0.451,0.093,0.027000000000000003,0.71,0.131,0.0,0.04,0.091,0.0,0.277,0.501,0.159,0.0,0.063,0.003,0.153,0.066,0.17800000000000002,0.6,0.0
3653.0,0.066,0.0,0.249,0.056,0.117,0.513,0.024,0.174,0.0,0.12,0.604,0.077,0.026,0.536,0.331,0.0,0.03,0.077,0.0,0.208,0.629,0.099,0.0,0.064,0.016,0.344,0.379,0.22,0.041,0.0
3654.0,0.046,0.0,0.16399999999999998,0.09,0.461,0.239,0.126,0.299,0.0,0.107,0.396,0.073,0.034,0.277,0.264,0.0,0.299,0.126,0.0,0.34600000000000003,0.194,0.16699999999999998,0.0,0.293,0.01,0.392,0.016,0.474,0.109,0.0
3655.0,0.016,0.0,0.199,0.134,0.5710000000000001,0.08,0.02,0.862,0.0,0.039,0.053,0.026,0.0,0.983,0.006,0.0,0.004,0.006999999999999999,0.0,0.253,0.456,0.134,0.0,0.157,0.011,0.41,0.014,0.102,0.463,0.0
3656.0,0.046,0.0,0.28,0.28,0.184,0.21,0.017,0.7440000000000001,0.0,0.058,0.147,0.034,0.004,0.906,0.013,0.0,0.057,0.02,0.0,0.213,0.623,0.114,0.0,0.05,0.013,0.248,0.014,0.08,0.644,0.0
3657.0,0.11,0.0,0.037000000000000005,0.034,0.28300000000000003,0.536,0.061,0.324,0.0,0.173,0.359,0.083,0.019,0.224,0.091,0.0,0.573,0.093,0.0,0.505,0.2,0.175,0.0,0.12,0.017,0.36,0.02,0.086,0.517,0.0
3658.0,0.053,0.0,0.033,0.054000000000000006,0.313,0.547,0.039,0.299,0.0,0.141,0.429,0.093,0.0,0.193,0.084,0.0,0.664,0.059,0.0,0.7290000000000001,0.073,0.102,0.0,0.096,0.006999999999999999,0.5770000000000001,0.006999999999999999,0.079,0.33,0.0
3659.0,0.02,0.0,0.051,0.044,0.677,0.207,0.0,0.172,0.0,0.09,0.6809999999999999,0.056,0.0,0.153,0.08,0.0,0.726,0.041,0.0,0.597,0.079,0.166,0.0,0.159,0.0,0.5770000000000001,0.0,0.036000000000000004,0.387,0.0
3660.0,0.07400000000000001,0.0,0.109,0.09,0.119,0.609,0.036000000000000004,0.797,0.0,0.056,0.083,0.029,0.003,0.243,0.073,0.0,0.616,0.066,0.0,0.639,0.106,0.084,0.0,0.171,0.013,0.4270000000000001,0.023,0.102,0.436,0.0
3661.0,0.091,0.0,0.117,0.099,0.276,0.417,0.006,0.22,0.0,0.08,0.6509999999999999,0.043,0.013,0.424,0.041,0.0,0.467,0.054000000000000006,0.01,0.531,0.046,0.073,0.0,0.34,0.006999999999999999,0.362,0.01,0.058,0.563,0.0
3662.0,0.07,0.0,0.13699999999999998,0.117,0.434,0.241,0.004,0.17600000000000002,0.0,0.093,0.684,0.043,0.017,0.5529999999999999,0.031,0.0,0.366,0.033,0.031,0.64,0.05,0.07,0.0,0.209,0.011,0.429,0.024,0.08199999999999999,0.453,0.0
3663.0,0.07400000000000001,0.0,0.221,0.18,0.271,0.253,0.013,0.246,0.0,0.118,0.586,0.037000000000000005,0.393,0.277,0.047,0.0,0.199,0.084,0.043,0.69,0.07,0.086,0.0,0.111,0.014,0.439,0.017,0.258,0.271,0.0
3664.0,0.051,0.0,0.213,0.163,0.35700000000000004,0.21600000000000005,0.019,0.241,0.0,0.118,0.581,0.041,0.111,0.217,0.087,0.0,0.536,0.049,0.117,0.336,0.039,0.111,0.0,0.397,0.009000000000000001,0.509,0.01,0.285,0.187,0.0
3665.0,0.043,0.0,0.173,0.126,0.529,0.13,0.016,0.181,0.0,0.103,0.62,0.08,0.18600000000000005,0.239,0.061,0.0,0.34600000000000003,0.16899999999999998,0.14,0.117,0.014,0.099,0.0,0.63,0.014,0.412,0.019,0.114,0.441,0.0
3666.0,0.034,0.0,0.154,0.107,0.583,0.121,0.01,0.18600000000000005,0.0,0.101,0.629,0.07400000000000001,0.206,0.301,0.084,0.0,0.227,0.181,0.494,0.156,0.033,0.157,0.0,0.16,0.01,0.5660000000000001,0.023,0.104,0.297,0.0
3667.0,0.033,0.0,0.163,0.091,0.597,0.116,0.001,0.189,0.0,0.112,0.614,0.083,0.064,0.399,0.28600000000000003,0.0,0.159,0.093,0.593,0.145,0.04,0.154,0.0,0.069,0.011,0.608,0.013,0.084,0.28300000000000003,0.0
3668.0,0.061,0.0,0.174,0.14,0.25,0.374,0.014,0.154,0.0,0.131,0.614,0.086,0.01,0.233,0.101,0.0,0.5539999999999999,0.101,0.5870000000000001,0.149,0.039,0.151,0.0,0.07400000000000001,0.006,0.4970000000000001,0.009000000000000001,0.309,0.18,0.0
3669.0,0.07,0.0,0.129,0.11,0.131,0.56,0.026,0.141,0.0,0.135,0.619,0.08,0.034,0.173,0.187,0.0,0.449,0.157,0.583,0.142,0.034,0.157,0.0,0.084,0.009000000000000001,0.412,0.014,0.537,0.029,0.0
3670.0,0.07400000000000001,0.0,0.196,0.136,0.2,0.394,0.0,0.181,0.0,0.141,0.616,0.063,0.046,0.624,0.119,0.0,0.047,0.16399999999999998,0.583,0.173,0.024,0.147,0.0,0.073,0.0,0.858,0.01,0.099,0.033,0.0
3671.0,0.016,0.0,0.124,0.086,0.607,0.16699999999999998,0.0,0.185,0.0,0.134,0.62,0.061,0.041,0.534,0.324,0.0,0.034,0.066,0.597,0.165,0.026,0.154,0.0,0.059,0.0,0.843,0.011,0.107,0.039,0.0
3672.0,0.023,0.0,0.117,0.104,0.499,0.257,0.001,0.537,0.0,0.1,0.334,0.027000000000000003,0.029,0.787,0.061,0.0,0.076,0.047,0.051,0.377,0.174,0.133,0.0,0.264,0.0,0.846,0.01,0.1,0.044,0.0
3673.0,0.057,0.0,0.079,0.069,0.09,0.706,0.017,0.785,0.0,0.079,0.061,0.057,0.027000000000000003,0.79,0.099,0.0,0.031,0.053,0.0,0.257,0.614,0.092,0.0,0.037000000000000005,0.0,0.898,0.0,0.066,0.036000000000000004,0.0
3674.0,0.03,0.0,0.114,0.067,0.561,0.227,0.03,0.282,0.0,0.101,0.056,0.531,0.041,0.26,0.281,0.0,0.313,0.104,0.0,0.228,0.637,0.07400000000000001,0.0,0.061,0.0,0.878,0.0,0.079,0.043,0.0
3675.0,0.014,0.0,0.126,0.07,0.6990000000000001,0.091,0.016,0.189,0.0,0.078,0.046,0.6709999999999999,0.006,0.179,0.136,0.0,0.611,0.069,0.0,0.213,0.629,0.085,0.0,0.073,0.004,0.8759999999999999,0.0,0.073,0.047,0.0
3676.0,0.013,0.0,0.156,0.083,0.6759999999999999,0.073,0.019,0.399,0.0,0.079,0.053,0.45,0.016,0.214,0.14,0.0,0.561,0.069,0.0,0.226,0.61,0.1,0.0,0.064,0.001,0.889,0.0,0.067,0.043,0.0
3677.0,0.009000000000000001,0.0,0.281,0.363,0.224,0.123,0.017,0.8320000000000001,0.0,0.05,0.069,0.033,0.017,0.28300000000000003,0.14,0.0,0.461,0.099,0.0,0.272,0.5589999999999999,0.104,0.0,0.066,0.0,0.8909999999999999,0.006999999999999999,0.066,0.036000000000000004,0.0
3678.0,0.014,0.0,0.191,0.29600000000000004,0.424,0.07400000000000001,0.027000000000000003,0.8370000000000001,0.0,0.049,0.059,0.029,0.04,0.339,0.16,0.0,0.21600000000000005,0.246,0.0,0.463,0.313,0.122,0.0,0.101,0.014,0.523,0.024,0.116,0.32299999999999995,0.0
3679.0,0.014,0.0,0.199,0.586,0.114,0.087,0.0,0.923,0.0,0.047,0.024,0.006,0.047,0.311,0.104,0.0,0.027000000000000003,0.51,0.0,0.855,0.016,0.08800000000000001,0.0,0.041,0.0,0.937,0.009000000000000001,0.041,0.014,0.0
3680.0,0.014,0.0,0.21,0.5760000000000001,0.114,0.086,0.004,0.825,0.0,0.101,0.047,0.023,0.079,0.371,0.181,0.0,0.039,0.33,0.0,0.456,0.06,0.115,0.0,0.369,0.0,0.895,0.014,0.066,0.024,0.0
3681.0,0.011,0.0,0.25,0.484,0.151,0.103,0.02,0.513,0.0,0.19,0.237,0.04,0.053,0.319,0.14300000000000002,0.0,0.101,0.384,0.0,0.615,0.113,0.165,0.0,0.107,0.0,0.885,0.016,0.07200000000000001,0.027000000000000003,0.0
3682.0,0.013,0.0,0.24,0.52,0.123,0.104,0.014,0.6,0.0,0.166,0.187,0.033,0.061,0.344,0.193,0.0,0.039,0.363,0.0,0.75,0.067,0.11,0.0,0.073,0.0,0.885,0.017,0.07200000000000001,0.026,0.0
3683.0,0.013,0.0,0.27,0.309,0.306,0.103,0.01,0.429,0.0,0.147,0.381,0.033,0.05,0.32299999999999995,0.289,0.0,0.026,0.313,0.0,0.706,0.116,0.098,0.0,0.08,0.004,0.7390000000000001,0.023,0.113,0.121,0.0
3684.0,0.014,0.0,0.139,0.114,0.691,0.041,0.006,0.5820000000000001,0.0,0.127,0.269,0.017,0.034,0.527,0.083,0.0,0.02,0.336,0.0,0.726,0.104,0.1,0.0,0.07,0.0,0.8909999999999999,0.0,0.07400000000000001,0.034,0.0
3685.0,0.024,0.0,0.163,0.16899999999999998,0.5660000000000001,0.079,0.006999999999999999,0.327,0.0,0.153,0.477,0.036000000000000004,0.067,0.371,0.199,0.0,0.04,0.32299999999999995,0.0,0.639,0.18,0.101,0.0,0.08,0.0,0.858,0.001,0.097,0.043,0.0
3686.0,0.014,0.0,0.18,0.474,0.261,0.07,0.006999999999999999,0.201,0.0,0.115,0.613,0.064,0.053,0.314,0.14400000000000002,0.0,0.047,0.441,0.0,0.591,0.224,0.091,0.0,0.094,0.0,0.794,0.027000000000000003,0.119,0.06,0.0
3687.0,0.013,0.0,0.206,0.183,0.547,0.051,0.003,0.196,0.0,0.102,0.629,0.071,0.046,0.251,0.13699999999999998,0.0,0.066,0.5,0.0,0.328,0.481,0.101,0.0,0.09,0.0,0.672,0.033,0.123,0.173,0.0
3688.0,0.0,0.0,0.621,0.23,0.069,0.08,0.021,0.506,0.0,0.116,0.304,0.053,0.061,0.371,0.163,0.0,0.046,0.359,0.001,0.4,0.284,0.108,0.0,0.206,0.0,0.775,0.04,0.147,0.039,0.0
3689.0,0.013,0.0,0.173,0.194,0.556,0.064,0.029,0.8390000000000001,0.0,0.045,0.057,0.03,0.08,0.411,0.16899999999999998,0.0,0.056,0.284,0.001,0.563,0.206,0.086,0.0,0.14400000000000002,0.001,0.763,0.04,0.158,0.037000000000000005,0.0
3690.0,0.01,0.0,0.359,0.224,0.319,0.08900000000000001,0.013,0.469,0.0,0.099,0.366,0.053,0.036000000000000004,0.257,0.151,0.0,0.037000000000000005,0.519,0.0,0.5589999999999999,0.111,0.087,0.0,0.243,0.0,0.7659999999999999,0.041,0.153,0.04,0.0
3691.0,0.013,0.0,0.259,0.187,0.443,0.099,0.0,0.211,0.0,0.126,0.61,0.053,0.013,0.6709999999999999,0.041,0.0,0.019,0.256,0.0,0.7909999999999999,0.077,0.064,0.0,0.067,0.0,0.757,0.043,0.159,0.041,0.0
3692.0,0.014,0.0,0.201,0.604,0.087,0.093,0.001,0.233,0.0,0.115,0.6,0.051,0.006,0.91,0.043,0.0,0.013,0.029,0.001,0.672,0.163,0.08900000000000001,0.0,0.07400000000000001,0.001,0.629,0.097,0.221,0.051,0.0
3693.0,0.014,0.0,0.18600000000000005,0.6509999999999999,0.071,0.077,0.016,0.7879999999999999,0.0,0.067,0.101,0.029,0.056,0.433,0.35,0.0,0.029,0.133,0.0,0.638,0.106,0.084,0.0,0.171,0.0,0.818,0.033,0.12,0.029,0.0
3694.0,0.014,0.0,0.201,0.56,0.146,0.079,0.053,0.7979999999999999,0.0,0.054000000000000006,0.047,0.047,0.059,0.181,0.67,0.0,0.029,0.061,0.0,0.746,0.037000000000000005,0.056,0.0,0.161,0.0,0.782,0.039,0.145,0.034,0.0
